bigram,frequency,pmi
outlook cfo,20,3.831
insurance costs,25,3.8256
surpassing prior,20,3.8241
digit decline,39,3.8232
down basis,466,3.82
eight new,20,3.8141
management continues,28,3.8141
total arr,42,3.8132
loan pipeline,37,3.8129
loan charge,22,3.8124
gmv growth,26,3.8124
management guided,40,3.8106
attributed strong,22,3.8045
asset sales,139,3.802
reached nearly,27,3.8012
average occupancy,20,3.8007
between billion,183,3.7988
operating cash,907,3.7984
now projected,50,3.7976
despite decline,22,3.7972
toward higher,27,3.7961
supported higher,54,3.7961
shares during,29,3.7951
raised range,33,3.7932
margin contracted,28,3.793
was flat,94,3.7928
excess cash,26,3.7914
adjusted pretax,49,3.7905
adjusted operating,986,3.7889
new launches,35,3.7872
but down,135,3.7872
consolidated revenue,191,3.7864
since program,20,3.7855
unit cost,33,3.7837
negative improvement,26,3.7827
increasing over,179,3.7776
price per,200,3.7774
guidance implying,20,3.7773
fourth fiscal,62,3.7769
prior reserve,24,3.7763
implying over,36,3.7749
declining basis,29,3.7739
division revenue,39,3.7725
impacted lower,26,3.772
flow trailing,24,3.7694
update full,33,3.7693
surpassing guidance,30,3.7672
aum billion,50,3.7659
reflecting higher,189,3.7647
are projected,76,3.7647
based pricing,31,3.7642
new deals,27,3.7631
return capital,71,3.7625
revenues declined,31,3.762
exceed billion,28,3.762
consolidated gross,54,3.7605
rising sequentially,28,3.7587
energy costs,26,3.7543
may impact,23,3.7533
credit loss,66,3.7533
used operating,36,3.7532
services revenue,323,3.7519
below last,25,3.7501
annualized dividend,23,3.7489
expense decreased,43,3.7478
leverage liquidity,34,3.7476
flat over,276,3.7452
outflows billion,22,3.7447
date through,32,3.7424
flow before,22,3.7419
totaled billion,77,3.7385
pretax margin,45,3.7368
repurchases during,30,3.7339
under management,118,3.7335
income per,546,3.7324
annual contract,24,3.7277
manufacturing expansion,20,3.7257
times end,42,3.7238
rental revenue,50,3.7236
attributed timing,24,3.7196
new customers,91,3.7176
full guidance,632,3.7162
loss compared,94,3.7159
investment activity,34,3.7154
ending cash,36,3.7151
fell sequentially,24,3.715
stated are,56,3.7107
rise average,24,3.7073
revenue grew,410,3.7064
fiscal second,76,3.7064
gross proceeds,29,3.7027
gross bookings,40,3.6972
assets return,20,3.6956
marketing costs,34,3.6944
was negative,83,3.694
sales rose,231,3.6935
ratio was,151,3.6934
americas segment,21,3.693
ongoing investment,43,3.6895
due accelerated,24,3.6883
nearly half,38,3.6869
services segment,90,3.6868
eps forecast,23,3.686
declined low,32,3.6858
mix partially,26,3.6845
gaap earnings,105,3.6824
maintenance capital,23,3.6821
dividend increases,21,3.6813
net unrealized,20,3.6809
offset pricing,39,3.6802
totaling billion,67,3.677
targets management,38,3.6711
down prior,346,3.67
growing over,98,3.668
but you,22,3.6679
ongoing cost,74,3.6671
high range,58,3.6662
new bookings,45,3.6631
capital position,50,3.6614
are forecast,20,3.6565
cost improvements,21,3.6539
outlook projected,57,3.6533
ebitda margins,100,3.6523
equity investment,36,3.6521
capital spend,30,3.6512
across portfolio,34,3.6494
tax expense,66,3.6464
total debt,237,3.6458
third fourth,26,3.6437
sequentially mainly,39,3.6405
gains offset,23,3.6392
debt equity,60,3.6383
loss versus,52,3.6377
billion invested,36,3.6343
regulatory capital,37,3.6343
net written,28,3.6311
acv growth,20,3.6303
margin fell,73,3.6285
guidance provided,22,3.6267
vehicle sales,26,3.6256
sales dropped,20,3.6225
adjusted free,345,3.6199
backlog record,22,3.619
sequentially marking,25,3.618
rose over,396,3.6175
primarily related,43,3.6161
achieved first,36,3.6158
billion aum,45,3.6139
leverage target,29,3.6134
segment pretax,21,3.6123
capital equipment,28,3.6109
driven favorable,29,3.6094
ebitda loss,211,3.6088
rose nearly,41,3.6084
prior levels,46,3.6076
average loan,74,3.606
above prior,94,3.6033
ended cash,104,3.603
driven lower,149,3.6029
reflecting lower,130,3.6025
loans increased,110,3.5986
comp growth,30,3.5973
benefit ratio,21,3.5972
license revenue,41,3.5971
semiconductor revenue,24,3.5965
operating margins,99,3.5962
record low,25,3.5958
sales declined,197,3.5932
core earnings,37,3.5919
net proceeds,57,3.5897
cash investments,175,3.5888
attributed improved,42,3.5871
higher volumes,57,3.5838
mainly driven,45,3.5834
full outlook,153,3.582
mainly higher,53,3.5813
nim basis,20,3.5802
including dividends,25,3.58
during first,53,3.5779
annualized loan,23,3.5768
exceeding prior,47,3.576
points above,92,3.5757
capital ratio,122,3.5753
volume increases,25,3.5726
investments end,101,3.571
declining due,22,3.5709
cash available,71,3.5703
ongoing operational,25,3.5699
service revenue,218,3.5685
rising basis,54,3.565
are anticipated,46,3.5649
expense reduction,48,3.5642
new store,71,3.562
prices are,20,3.5591
core eps,56,3.5582
date free,41,3.5531
ongoing tariff,23,3.5524
revised guidance,28,3.5518
wide sales,30,3.5517
rent growth,54,3.5502
income was,321,3.5482
reach approximately,20,3.5482
insurance segment,32,3.548
primarily attributed,48,3.5476
points over,1014,3.5451
sales grew,184,3.545
driven both,77,3.544
due reduced,93,3.5439
decrease compared,35,3.5425
cost efficiency,36,3.5423
last attributed,40,3.5412
increase driven,212,3.5403
share compared,263,3.5377
billion deployed,34,3.5372
increase quarterly,81,3.5366
second third,31,3.5332
ratio decreased,30,3.5318
higher compensation,39,3.5294
billion representing,278,3.5287
total available,41,3.5271
orders rose,20,3.5205
roughly basis,52,3.52
tariffs are,27,3.5198
new clients,20,3.5181
revenue rmb,75,3.5179
loan balance,23,3.5172
mainly lower,39,3.5164
reached billion,151,3.5161
margin reached,134,3.5122
anticipated second,30,3.5118
declined attributed,42,3.5113
decline mainly,22,3.5092
organic operational,27,3.509
expenditures capital,50,3.5065
rate savings,45,3.5023
down low,73,3.5012
nearly two,28,3.4942
guidance forecasted,33,3.4922
two new,98,3.4906
expectations due,67,3.4906
unit costs,25,3.4883
decline low,28,3.4878
was impacted,33,3.4876
debt ended,34,3.4876
accelerated share,29,3.4866
expense outlook,72,3.4826
higher tariffs,40,3.4801
achieved through,20,3.4793
liquidity cash,152,3.4773
billion available,78,3.4766
cost trends,22,3.4763
generated approximately,34,3.4756
completion end,25,3.475
was down,280,3.4739
reached all,21,3.4735
consolidated net,94,3.4723
decreased due,75,3.4721
capital improvements,24,3.4714
end supporting,44,3.4712
rising over,117,3.4678
liquidity leverage,28,3.4675
billion billion,1364,3.4653
sequentially attributed,66,3.4633
mainly attributed,22,3.4621
store expansion,27,3.4621
segment delivered,32,3.4615
debt reduced,50,3.4614
expenditures projected,21,3.4582
surpassing billion,31,3.4582
between non,51,3.4557
grew sequentially,61,3.4525
sequentially driven,123,3.4503
reflecting significant,28,3.4488
expenses excluding,58,3.4481
product pipeline,38,3.4465
equity investments,24,3.446
feet new,22,3.4458
geographic revenue,46,3.4438
sales decreased,108,3.4435
resulting lower,20,3.4435
post end,31,3.4428
capital raised,55,3.4424
loss was,145,3.4411
net revenues,139,3.4406
segment margins,65,3.4404
expenses increased,186,3.4404
hardware revenue,27,3.4401
expansion markets,25,3.4373
customer mix,51,3.4357
contributing approximately,27,3.4348
increased sequentially,195,3.4346
actions are,21,3.4336
seven basis,20,3.4334
sales outstanding,57,3.4288
maintained full,26,3.4225
annualized rate,42,3.4202
impact our,58,3.4151
reflecting sequential,37,3.4137
income noninterest,32,3.4096
asset management,83,3.407
improvement negative,20,3.4042
eps between,40,3.3977
retail sales,77,3.3974
above guidance,127,3.3955
decrease driven,42,3.3942
fell due,37,3.3938
continued demand,23,3.3926
capex expected,64,3.3907
fiscal first,96,3.3886
rise approximately,32,3.3881
raised billion,130,3.3864
new lease,32,3.3858
capital investment,94,3.381
operating model,28,3.3808
representing over,353,3.3792
eps was,172,3.3781
primarily reflecting,70,3.3772
reflecting operational,42,3.3772
volume grew,44,3.3755
risk management,52,3.3739
secured new,27,3.3731
repurchased approximately,39,3.3711
organic revenue,336,3.371
increase attributed,100,3.3674
prior comparable,33,3.3672
versus same,20,3.3671
cash noi,39,3.3635
close end,22,3.3615
authorized share,23,3.3605
profit rose,38,3.3587
margin improving,33,3.3582
unit sales,61,3.3574
broadband revenue,20,3.3559
commercial loans,27,3.3541
flow positive,41,3.3534
significant impact,20,3.3517
segment revenue,886,3.3514
rose basis,142,3.3506
improvement versus,25,3.3498
performance based,33,3.3479
financial guidance,69,3.3475
expected ramp,23,3.3471
volumes rose,23,3.3469
revenue arr,93,3.3467
outlook anticipated,32,3.345
home sales,39,3.3423
totaled approximately,26,3.3405
reflecting favorable,21,3.3402
contribution margin,67,3.3374
improvement attributed,30,3.3367
facility expansion,26,3.3354
both organic,34,3.3304
america segment,39,3.328
was generated,32,3.3272
ratio below,24,3.327
reported results,22,3.3256
repurchases dividend,28,3.3242
representing growth,275,3.3224
revenues rose,25,3.3223
pricing mix,34,3.3214
grew low,24,3.3211
rates are,36,3.3209
net retention,60,3.3209
pipeline expansion,30,3.3206
decreased primarily,24,3.3176
negative versus,20,3.317
previous attributed,23,3.3151
liquidity debt,48,3.312
acquisition pipeline,25,3.3117
tax assets,25,3.3113
forma net,29,3.3106
increased over,914,3.3094
driven improved,65,3.306
customers are,34,3.3044
headwinds are,20,3.3029
flow was,208,3.3028
inventory reduced,21,3.3008
expenses down,140,3.3003
attributed reduced,26,3.2984
multiple new,20,3.2975
now representing,39,3.297
management targeting,44,3.2957
acquisition impact,47,3.2941
sheet cash,52,3.2927
decreased compared,31,3.2909
average interest,70,3.2903
prior quarters,41,3.2899
risks gross,87,3.2891
product sales,229,3.2879
private capital,21,3.2868
products segment,54,3.2854
equity based,21,3.2853
expected around,33,3.2842
under credit,24,3.2826
infrastructure segment,29,3.2824
margin rising,65,3.2823
expense rose,56,3.282
increase compared,133,3.2791
reached approximately,57,3.2789
over setting,20,3.2776
management notes,26,3.2769
one point,25,3.2757
gaap profitability,24,3.2744
margin declining,30,3.2726
system sales,41,3.2723
margin guided,40,3.2706
lower volume,75,3.2704
ended approximately,43,3.2678
days sales,54,3.2657
margin improved,170,3.2652
during fourth,21,3.2614
billion annually,24,3.2595
over outpacing,22,3.2593
revenue representing,358,3.2586
new client,26,3.2583
due weather,21,3.2543
previous range,24,3.2539
volume decline,42,3.2527
expects full,58,3.2505
underlying growth,26,3.248
over sequentially,455,3.2472
raised per,82,3.2469
cost pressure,25,3.2452
sequentially due,171,3.2436
ended billion,95,3.243
expected yield,37,3.2406
income fell,30,3.2397
end following,35,3.2387
cash conversion,61,3.2384
reflecting increase,150,3.2377
down over,720,3.235
profit gross,84,3.2342
approximately basis,314,3.2333
margin declined,175,3.2313
expenditures are,26,3.2309
increase over,728,3.2299
revenues increased,67,3.2297
five average,21,3.2291
consolidated adjusted,78,3.2287
decreased over,168,3.2273
category growth,36,3.2262
profit margins,20,3.2249
backlog rose,22,3.2235
positive operating,63,3.2223
are planned,28,3.222
nearly billion,169,3.2212
loss negative,30,3.2205
returns billion,57,3.2164
higher working,28,3.2123
new accounts,21,3.2116
quarterly high,28,3.2113
revenue declined,301,3.2102
capital timing,39,3.2097
offset reduced,25,3.2076
after end,62,3.2025
margin pressures,30,3.2013
down last,79,3.2011
offset decrease,20,3.2008
increase board,22,3.2001
was raised,53,3.1994
segment profitability,29,3.1988
was described,36,3.1981
included guidance,35,3.1974
annual target,22,3.1947
guidance remains,75,3.192
first ended,25,3.1907
ebitda was,314,3.1878
declined primarily,36,3.1851
including one,44,3.1825
representing total,111,3.1825
three new,61,3.1823
income tax,91,3.18
incremental cost,20,3.1792
costs related,49,3.1782
regional sales,27,3.176
new record,81,3.1753
other expense,23,3.1695
volumes are,28,3.165
originations billion,29,3.165
led higher,28,3.1637
four new,37,3.1619
was slightly,33,3.1608
via share,34,3.1597
ratio reached,24,3.1585
decreased attributed,20,3.1584
higher energy,23,3.1583
driven demand,59,3.1549
digits sequentially,20,3.1537
was reduced,62,3.1522
declined over,262,3.151
management plans,30,3.1499
last reflecting,50,3.1484
third fiscal,37,3.1383
expense guidance,213,3.1352
lower deposit,26,3.135
arr growth,59,3.1345
cash balances,31,3.1314
full forecast,27,3.129
since end,50,3.1251
increased led,37,3.1234
down constant,33,3.1224
points versus,78,3.1223
income reached,55,3.1217
described management,45,3.1211
new leasing,20,3.1188
operations was,58,3.1177
raised approximately,48,3.1173
revenue visibility,36,3.1164
ebitda negative,72,3.1155
management said,54,3.1155
price cost,57,3.1133
price increase,81,3.1126
saas revenue,27,3.1094
high performance,40,3.1087
prior ago,23,3.1085
shipments increased,26,3.1077
margin basis,575,3.1062
decrease prior,52,3.1043
record annual,24,3.1027
backlog billion,109,3.1017
annual growth,194,3.1009
expenses declined,47,3.1
liquidity billion,137,3.0981
primarily lower,60,3.0978
sequentially reflecting,84,3.0965
portfolio expansion,42,3.0934
growth led,78,3.0931
flow date,45,3.0923
compared loss,61,3.0921
fee rate,22,3.092
anticipated decline,22,3.0904
sales fell,44,3.0892
non compensation,26,3.0866
noi increased,20,3.0864
retail segment,36,3.0845
income rose,93,3.084
previous guidance,87,3.0834
margin decreased,96,3.0825
cash operations,104,3.082
negative compared,29,3.0771
core operating,86,3.0768
volume declined,37,3.0753
first three,30,3.0744
rmb over,50,3.0739
was versus,70,3.072
declined mid,22,3.0708
improved sequentially,46,3.0708
capital projects,34,3.0704
count approximately,22,3.0703
sequentially primarily,54,3.07
last primarily,31,3.0695
digit loan,25,3.0695
liquidity total,68,3.0659
percent over,51,3.0659
decline mid,22,3.0654
assets declined,21,3.0618
favorable prior,30,3.0603
reflecting both,48,3.0586
margin was,424,3.0555
core portfolio,26,3.0554
over driven,478,3.0548
decline primarily,33,3.0541
reflecting reduced,36,3.0532
representing decline,34,3.0518
sequentially previous,30,3.0509
new equipment,24,3.0492
prior attributed,90,3.0491
outlook expects,21,3.049
adjusted gross,426,3.0474
unit growth,72,3.0465
higher marketing,29,3.0458
down impacted,23,3.0448
markets including,23,3.0442
debt ebitda,185,3.0441
mainly reflecting,27,3.0428
primarily higher,75,3.0421
mix pricing,28,3.0412
decrease over,140,3.0409
profit representing,32,3.0383
capital investments,57,3.0381
last two,22,3.0378
was compared,117,3.0371
representing nearly,29,3.0364
supported new,42,3.0331
funded cash,22,3.0313
previous reflecting,31,3.031
share tangible,28,3.027
declining over,40,3.0251
during fiscal,36,3.0245
loss improvement,32,3.0244
improved pricing,22,3.0167
lower interest,65,3.0166
balance end,44,3.0153
second fiscal,47,3.013
new orders,39,3.0112
increase midpoint,46,3.0105
previous primarily,20,3.0096
offset negative,20,3.0067
annual increase,71,3.0059
term loans,26,3.0037
increasing basis,45,2.9983
driven operational,37,2.9979
systems revenue,62,2.9966
inventory related,21,2.9966
outstanding end,27,2.9959
cash impairment,22,2.9958
average equity,34,2.9945
volume growth,235,2.9918
expenditures expected,49,2.9896
total risk,33,2.9878
bookings increased,29,2.9873
sequentially over,380,2.9873
fell over,74,2.9856
prior mainly,45,2.9853
eps representing,55,2.9838
share approved,24,2.9826
full target,59,2.9823
portfolio performance,36,2.9819
versus loss,33,2.9817
but are,45,2.9816
share based,97,2.9796
other expenses,21,2.9796
set per,28,2.9792
expenses reduced,31,2.9786
defense sales,25,2.9754
dividend increased,84,2.9741
fee revenue,84,2.973
projects are,20,2.9727
margin down,379,2.9717
points below,46,2.9713
over supported,110,2.9704
expected mid,69,2.9693
flow reached,38,2.9689
higher manufacturing,22,2.9688
growth constant,77,2.9687
management fee,33,2.9685
expenditures fiscal,23,2.9675
are under,29,2.9653
down due,225,2.9651
least billion,40,2.9629
expenditures full,42,2.9623
down percentage,40,2.962
approximately billion,428,2.9615
flat down,50,2.9601
results are,21,2.9587
collaboration revenue,21,2.9587
capital actions,24,2.9584
share totaling,30,2.9573
initial guidance,33,2.9559
period attributed,30,2.9552
equity earnings,23,2.9524
segment sales,337,2.9514
acquisition costs,49,2.9504
first positive,23,2.9498
sales declining,21,2.9491
across our,22,2.9489
date including,28,2.9442
energy segment,23,2.9437
expected flat,64,2.94
margins are,26,2.9397
digit volume,26,2.9379
expenditures including,21,2.9377
forma adjusted,22,2.9377
share versus,101,2.933
added new,26,2.9326
segments adjusted,50,2.9323
tariff expense,25,2.9313
mix tariff,20,2.9292
assets ratio,23,2.929
point impact,28,2.9286
higher average,98,2.927
outlook full,97,2.9245
new arr,23,2.9238
average deposit,20,2.9233
revenue comprised,25,2.9229
sales volumes,72,2.9223
revenue fell,78,2.9206
significant increase,30,2.9201
lower average,75,2.9188
loss improved,35,2.9187
ebitda reached,60,2.9186
demand data,20,2.9165
reach billion,29,2.9159
expected decrease,52,2.9154
approximately flat,49,2.9138
yield approximately,23,2.9138
revenue growing,64,2.9124
revenue contribution,87,2.9108
due ongoing,74,2.9092
growth expectation,31,2.9089
representing annual,29,2.9077
down primarily,77,2.9075
production tax,23,2.9072
costs are,69,2.9023
balances billion,31,2.902
new customer,90,2.9005
costs tariffs,20,2.8993
share paid,33,2.8978
during second,21,2.8971
full adjusted,428,2.8968
eps outlook,55,2.8942
orders increased,37,2.8932
points due,243,2.8923
over reaching,38,2.8914
sales down,314,2.8913
portfolio mix,35,2.8901
profit down,65,2.8881
new construction,20,2.8878
prior reflecting,132,2.8869
management maintained,22,2.8855
non cash,275,2.8846
income decreased,45,2.8836
end guidance,354,2.8802
new generation,20,2.8798
prior primarily,86,2.8796
launch new,40,2.8784
supported lower,22,2.8783
attributed ongoing,24,2.8779
credit performance,30,2.8772
planned capital,35,2.876
grew approximately,66,2.8746
range reflecting,50,2.873
over surpassing,29,2.8679
organic volume,32,2.8678
increase primarily,76,2.8676
volume rose,35,2.8657
down reflecting,114,2.8627
volume price,32,2.8624
credit portfolio,29,2.8617
income operations,50,2.8587
growth initiatives,92,2.8572
revenue rose,257,2.8528
eps compared,64,2.852
based capital,49,2.8519
guidance full,347,2.8512
target management,66,2.8481
but above,20,2.8457
higher interest,75,2.8454
midpoint fiscal,25,2.8446
over led,81,2.8441
sales increased,366,2.8427
declined but,27,2.8397
loss prior,103,2.8384
reaching billion,26,2.838
excluding impact,32,2.8373
point expansion,25,2.8366
elevated due,22,2.8355
new units,23,2.835
revenue retention,70,2.8346
expected second,87,2.8324
over trailing,48,2.8321
due continued,51,2.8314
revenue dropped,23,2.8296
account growth,20,2.8287
margin outlook,162,2.8285
eps reached,27,2.8252
approximately annualized,33,2.8237
all our,25,2.8233
midpoint non,32,2.8227
update management,21,2.8213
management reported,111,2.8192
revenue growth,1542,2.8167
ebitda representing,102,2.8162
five capital,24,2.8162
midpoint reflecting,26,2.8155
prior authorization,21,2.8139
end liquidity,56,2.812
ebitda ratio,106,2.8095
product portfolio,40,2.8079
flow outlook,66,2.8078
leverage improved,22,2.8069
improved last,22,2.8069
europe segment,22,2.8063
benefits expected,22,2.8058
but improved,25,2.8044
increased mainly,42,2.8033
increased nearly,67,2.8021
authorization increased,22,2.7985
ebitda between,55,2.7984
cloud revenue,50,2.7982
totaled end,20,2.7982
services gross,48,2.7981
first results,20,2.7971
ratio end,87,2.7951
prior expectations,39,2.7939
rose primarily,30,2.7926
higher rates,38,2.7921
first two,32,2.7919
between adjusted,85,2.7918
through end,71,2.7912
over marking,72,2.7902
both sequentially,38,2.7887
consolidated sales,48,2.7885
double prior,39,2.7876
decline due,77,2.7872
consolidated operating,38,2.7843
half need,22,2.7841
cost initiatives,24,2.7814
decrease due,44,2.7793
sales growth,754,2.779
adjusted ffo,27,2.7783
but sequentially,42,2.7771
projected annual,24,2.7769
increased annualized,38,2.7746
flow after,34,2.7744
adjusted net,749,2.7736
new authorization,21,2.7734
fees increased,22,2.7726
share gain,24,2.7716
reducing share,20,2.7686
improvement over,162,2.7682
not expected,69,2.7674
lower margins,27,2.7651
announced new,23,2.7643
currency growth,104,2.7641
supporting capital,22,2.7636
share marking,37,2.7633
revenue generating,21,2.7609
premium growth,50,2.7602
growth exceeded,37,2.76
outlook expected,99,2.7588
due tariffs,33,2.7587
third compared,26,2.7586
guidance anticipated,80,2.7547
expenses non,77,2.7525
over attributed,206,2.7515
first record,32,2.7514
core customer,21,2.7497
month adjusted,48,2.7477
management indicating,33,2.7476
product revenues,22,2.7448
driven double,25,2.7441
points primarily,78,2.7422
software revenue,55,2.7412
backlog increased,45,2.7411
increase marking,22,2.7383
debt balance,22,2.7377
rose compared,38,2.7377
fiscal guidance,175,2.7375
expenses projected,38,2.7337
ratio rose,31,2.7323
adjusted noninterest,39,2.7317
increased supported,35,2.7281
compared per,141,2.7241
production volume,25,2.7238
tariff cost,27,2.722
quarterly cash,88,2.7211
distribution segment,21,2.721
eps range,45,2.721
segment orders,28,2.7189
profit was,61,2.7184
represented revenue,23,2.7183
growth across,107,2.7159
increased constant,30,2.7151
compared first,55,2.7143
operations free,23,2.7142
six basis,20,2.7123
ebitda guidance,380,2.7119
points attributed,71,2.7105
ratio reduced,20,2.7084
property ebitda,20,2.7081
resulting net,38,2.7075
percent sales,22,2.7066
annual interest,28,2.7058
showing growth,21,2.7057
record first,31,2.7056
low cost,30,2.7049
expansion new,87,2.7049
authorization new,20,2.703
cash dividend,112,2.7028
over primarily,214,2.7026
maintained per,22,2.7024
net investment,137,2.7011
due tariff,45,2.701
points annualized,34,2.7
down attributed,62,2.6988
but offset,26,2.6986
revenue down,546,2.6949
flow through,49,2.6948
over last,178,2.6935
annual revenue,199,2.6933
reported basis,101,2.6932
segment organic,61,2.6879
manufacturing segment,21,2.6871
revenue rising,75,2.6853
eps non,81,2.6845
over constant,78,2.6838
revenue decreased,127,2.6828
count increased,20,2.6802
guidance management,378,2.6787
sales volume,129,2.6767
costs reduced,28,2.6752
commerce revenue,23,2.6749
cash liquidity,87,2.6723
cash cash,572,2.6703
average shares,27,2.67
price volume,28,2.6698
but declined,24,2.6698
over five,75,2.669
prior driven,130,2.6685
cash proceeds,27,2.6673
generated operating,27,2.6671
contribution expected,27,2.667
eps projected,40,2.6665
internal guidance,25,2.6663
loss reported,38,2.6663
volumes down,34,2.6657
full free,95,2.6643
improvement basis,65,2.6634
ratio declined,27,2.6624
growth outlook,185,2.661
points prior,195,2.6588
days down,20,2.6587
fiscal outlook,44,2.6579
during including,26,2.6565
full consolidated,28,2.6557
due project,34,2.6552
mix higher,61,2.6528
targeted end,35,2.6518
position billion,61,2.6513
midpoint adjusted,75,2.6506
focus management,25,2.6506
solutions revenue,115,2.6506
segment ebitda,211,2.6503
fourth full,52,2.6492
rate since,27,2.6485
compared third,24,2.6431
growth accelerated,25,2.6424
negative free,21,2.6423
fiscal fiscal,57,2.6412
international revenue,116,2.6381
over increase,483,2.638
growth excluding,144,2.6356
end range,73,2.6309
over but,194,2.6308
income reported,76,2.6269
over reflecting,310,2.6264
points mainly,35,2.6261
first second,36,2.6237
higher value,40,2.6236
ongoing expansion,24,2.623
center segment,24,2.621
billion increasing,57,2.6207
fiscal date,24,2.6204
sales flat,70,2.6196
reduced interest,20,2.6193
period reflecting,39,2.619
guidance estimated,28,2.6159
revenue recognized,31,2.6131
savings expected,37,2.6122
ratio improvement,21,2.6106
due strong,29,2.6098
exceeding billion,48,2.6082
cash rent,21,2.6076
higher tariff,31,2.6073
was completed,27,2.6065
average cost,63,2.6037
last due,63,2.6033
increase supported,27,2.6025
rose driven,46,2.602
eps adjusted,202,2.6019
lower end,112,2.5994
increased basis,241,2.5989
share dividend,90,2.5975
channel sales,28,2.5974
compared fourth,25,2.5959
revenue increasing,87,2.5958
down mid,41,2.5945
gaap tax,45,2.5936
half fiscal,33,2.593
sales comparable,30,2.5911
debt end,112,2.5906
forward guidance,22,2.5899
ebitda fell,24,2.5892
negative reflecting,24,2.5892
other revenue,95,2.5884
compared second,32,2.5877
over mainly,96,2.5862
total bookings,21,2.5843
guidance forecast,29,2.584
margin forecasted,20,2.5819
reduced approximately,40,2.5808
net working,44,2.58
sales momentum,20,2.5789
increase previous,35,2.5779
expense was,86,2.5779
loss operations,20,2.5762
margin recovery,25,2.5744
average diluted,34,2.5741
segment achieved,29,2.5737
within guidance,39,2.5726
growth forecast,42,2.5714
end after,40,2.5702
expense down,81,2.5695
sales mix,115,2.5691
reflecting decline,36,2.5688
americas revenue,33,2.5666
ratio reported,31,2.5664
over several,25,2.5661
margin improvements,28,2.5653
cash use,22,2.5601
decline driven,41,2.56
sequentially fourth,27,2.5591
automotive revenue,33,2.5587
flow guidance,209,2.5586
position total,29,2.5569
led increase,21,2.5551
revenue accounted,31,2.5535
higher tax,48,2.5526
other segment,27,2.5519
prior guidance,283,2.5508
loan loss,31,2.5502
revenue mix,226,2.5492
metrics net,30,2.5489
average annual,31,2.5484
digital sales,43,2.5479
capex was,29,2.5469
income rising,21,2.5465
including two,25,2.5418
offset price,22,2.5409
banking revenue,23,2.5407
reaffirmed billion,26,2.5396
down mainly,29,2.5387
sales rising,34,2.5385
development costs,21,2.537
midpoint full,37,2.5362
major new,23,2.5336
revenue decline,189,2.5335
international sales,54,2.5295
new large,21,2.5271
during average,25,2.5227
average rate,71,2.521
growth opportunities,27,2.5189
net realized,23,2.518
distribution per,28,2.5178
last driven,37,2.5175
was primarily,62,2.5169
organic loan,22,2.5154
revenues billion,77,2.5147
share eps,150,2.5127
quality net,22,2.5121
expense leverage,28,2.5116
attributed both,20,2.5103
loans are,25,2.5103
losses total,25,2.5098
eps per,141,2.5092
full revenue,544,2.5085
outlook now,24,2.507
adjusted effective,42,2.5059
due increased,197,2.5037
ebitda adjusted,393,2.5034
comparable basis,22,2.5027
revenue guidance,849,2.5026
ended down,25,2.5025
billion growing,31,2.5016
was attributed,57,2.4994
costs decreased,21,2.4986
volume pricing,20,2.4977
segment profit,51,2.4962
under new,42,2.4924
compared fiscal,47,2.4922
reached increase,33,2.4866
excluding acquisition,20,2.485
total deposit,28,2.4845
was repurchased,22,2.4843
between fiscal,20,2.4833
has increased,25,2.4803
expanded approximately,23,2.4797
margin versus,89,2.4795
loss gaap,57,2.4788
five new,24,2.4769
cost management,132,2.4767
expenditures guidance,47,2.4765
shipments per,22,2.4762
consumer segment,22,2.4759
expenses are,46,2.4739
guidance expects,53,2.4724
group revenue,52,2.4723
billion marking,41,2.4719
regional revenue,33,2.471
period primarily,23,2.468
growth organic,132,2.4674
repurchases approximately,42,2.4631
backlog approximately,31,2.4561
points previous,36,2.4557
franchise revenue,20,2.455
declined approximately,51,2.4524
portfolio grew,21,2.4511
higher previous,28,2.4496
repurchase approximately,23,2.4494
decrease basis,40,2.4462
approximately two,41,2.4441
decreased reflecting,20,2.4437
guidance targeting,31,2.4383
lower cost,63,2.4369
eps versus,28,2.4353
segment operating,187,2.4345
margin headwinds,38,2.4325
representing basis,79,2.4322
operating noninterest,21,2.4317
new manufacturing,20,2.4309
approximately percentage,28,2.4303
ebitda increasing,30,2.4287
operating days,24,2.4286
grew high,21,2.4259
product revenue,251,2.4257
loss loss,36,2.4257
prior despite,25,2.4253
revenue billion,1029,2.4237
due working,22,2.4205
through first,30,2.4174
below guidance,49,2.4172
future growth,53,2.4167
ffo adjusted,21,2.4157
gaap results,20,2.4156
noted management,30,2.4155
revenue decrease,100,2.4145
not including,24,2.4142
billion reflecting,190,2.4142
four basis,26,2.4138
billion rising,40,2.4134
full results,28,2.4132
was below,29,2.4116
rising prior,20,2.4116
full effective,21,2.411
production guidance,75,2.4109
rate was,114,2.409
revenue projected,180,2.4088
decreased approximately,30,2.4043
cash stock,33,2.4035
initiatives management,36,2.4027
showing over,21,2.4023
term earnings,23,2.4013
term demand,20,2.3996
total backlog,34,2.3993
percentage sales,48,2.3991
reaffirmed adjusted,22,2.398
margin midpoint,60,2.3978
increase since,27,2.396
volumes increased,34,2.396
driven volume,45,2.394
projected approximately,51,2.3927
operating efficiency,32,2.3927
improved mix,21,2.392
operating costs,117,2.3917
segment revenues,32,2.3914
guidance least,21,2.3897
reflecting increased,99,2.3894
increased marketing,25,2.3893
management expectations,36,2.3887
share representing,93,2.3884
