bigram,frequency,pmi
pipeline growth,28,0.7942
expectations management,26,0.7927
revenue but,35,0.7889
its cash,22,0.7829
growth segments,20,0.7795
growth first,29,0.7778
driven new,25,0.7701
share growth,53,0.7691
growth core,25,0.7671
margin operating,20,0.7646
end management,41,0.7594
continued revenue,32,0.7584
revenue expected,41,0.7506
flow growth,36,0.7412
management increased,50,0.7408
liquidity management,22,0.7364
portfolio management,44,0.7146
time management,23,0.7118
outlook management,22,0.6897
growth non,21,0.6876
higher growth,36,0.6818
margins management,25,0.6785
results management,27,0.6779
our revenue,35,0.6741
acquisition management,35,0.6637
deployment management,21,0.6535
expansion management,85,0.6499
gains management,32,0.6379
capital management,114,0.6358
income management,30,0.6297
strong growth,25,0.6104
growth high,30,0.5834
cash cash,22,0.5796
projects management,20,0.571
revenue expansion,41,0.568
demand management,53,0.5635
sales margin,24,0.5578
mix management,27,0.5389
growth expected,49,0.5277
revenue increased,22,0.5263
margin growth,70,0.5149
growth strategic,43,0.5128
guidance revenue,44,0.5005
cost capital,24,0.497
growth due,25,0.494
improvement management,25,0.4905
growth strong,23,0.4901
capacity management,24,0.4888
capital was,24,0.4714
both margin,22,0.4668
new sales,27,0.4472
improvements management,22,0.4286
across revenue,20,0.4186
management expectations,20,0.4142
are ongoing,25,0.4106
growth significant,26,0.4103
strategic growth,40,0.4085
new capital,41,0.4071
revenue over,34,0.3959
driven revenue,23,0.3732
demand growth,33,0.3698
growth operational,37,0.3669
investments management,33,0.348
growth increased,27,0.3417
revenue share,28,0.3286
efficiency management,21,0.3222
growth management,176,0.3178
pipeline management,28,0.3044
new strategic,22,0.3028
growth commercial,20,0.3006
its new,24,0.2793
growth continued,32,0.2783
margin expected,20,0.2722
rate growth,20,0.2585
segment management,37,0.2366
guidance management,71,0.2209
growth net,27,0.1802
growth higher,25,0.1557
growth capital,58,0.1507
debt management,21,0.1442
flow management,31,0.0357
customer growth,26,0.031
growth its,34,0.025
described management,22,-0.0146
management remains,22,-0.0208
growth highlighted,25,-0.0391
new revenue,41,-0.0573
focus management,21,-0.0796
growth full,22,-0.1076
expansion are,20,-0.1106
growth new,54,-0.1401
sales management,42,-0.162
guidance capital,20,-0.1726
ongoing growth,29,-0.2124
through management,29,-0.2169
margin revenue,30,-0.2274
its revenue,20,-0.2604
reported growth,25,-0.3497
stated management,30,-0.4215
ebitda management,21,-0.4293
growth our,22,-0.4758
growth revenue,50,-0.5278
highlighted management,24,-0.5879
management guidance,40,-0.6069
our growth,20,-0.6133
management continued,20,-0.8897
revenue management,53,-0.9336
over management,23,-1.1379
margin management,30,-1.1974
management management,58,-1.7735
management capital,20,-1.8752
