bigram,frequency,pmi
other tech,35,1.6475
specifically anything,20,1.6475
are underpinning,25,1.6475
said few,100,1.6475
through application,42,1.6475
using help,34,1.6475
operations particularly,38,1.6474
types markets,24,1.6474
through inventory,214,1.6474
helps little,26,1.6474
opportunities pipeline,93,1.6474
selling process,21,1.6474
include real,23,1.6474
months contribution,26,1.6474
robust acquisition,23,1.6473
tariffs certainly,26,1.6473
update tariffs,20,1.6473
fiscal result,60,1.6472
thing seen,62,1.6472
development yield,21,1.6472
obviously keep,41,1.6472
risk loss,41,1.6471
leverage unique,23,1.6471
platform contributed,20,1.6471
contributed per,30,1.647
approximately projected,36,1.647
trending how,24,1.647
sort speak,20,1.647
share his,52,1.6469
certainly favorable,21,1.6469
first regards,30,1.6469
make faster,38,1.6469
stable but,215,1.6469
programs phase,21,1.6469
profit despite,21,1.6468
sheet provide,57,1.6468
our eye,187,1.6468
actually tell,25,1.6468
tool revenue,45,1.6468
kind tied,30,1.6467
look kind,639,1.6467
our refined,88,1.6467
over hundred,29,1.6466
our mcp,36,1.6466
fourth increase,283,1.6466
investors additional,28,1.6465
built real,26,1.6465
talked talked,75,1.6464
build unique,20,1.6464
was seasonally,37,1.6464
focus towards,35,1.6464
positive patient,31,1.6463
difference performance,25,1.6463
both volume,213,1.6462
sales profitability,160,1.6462
guidance between,199,1.6461
charges expect,30,1.6461
markets launched,43,1.6461
eps nearly,22,1.646
level exposure,25,1.646
any acquisitions,74,1.646
right number,264,1.646
mohit you,29,1.6459
increase resulted,24,1.6458
record month,32,1.6458
through challenges,66,1.6458
platforms remain,23,1.6457
are combining,61,1.6457
saw relatively,23,1.6457
faster able,30,1.6457
doing why,50,1.6456
cancer including,20,1.6455
outcome these,33,1.6455
cash compensation,67,1.6455
disruption has,32,1.6455
necessarily looking,20,1.6455
comparable financial,50,1.6455
ryan let,21,1.6455
regard but,62,1.6455
occupancy has,48,1.6454
sure others,21,1.6454
last increase,551,1.6453
hey team,65,1.6453
margin maintained,30,1.6453
portfolio highly,36,1.6453
different partners,56,1.6453
balance december,32,1.6452
new content,171,1.6452
commercial customers,265,1.6452
our database,97,1.6452
billion slightly,98,1.6451
actually gonna,32,1.6451
appropriate capital,27,1.6451
obviously changed,21,1.645
guided revenue,55,1.645
actually grow,80,1.645
shareholders confident,21,1.645
side still,155,1.645
originations over,53,1.6449
well internationally,22,1.6449
during super,22,1.6449
announced couple,37,1.6448
excellence financial,27,1.6448
traffic still,28,1.6448
kind internal,54,1.6447
don plan,97,1.6447
drove operating,41,1.6447
compared against,39,1.6447
better use,94,1.6447
teams make,49,1.6446
understanding these,43,1.6446
performance contributed,31,1.6445
sort competitive,53,1.6445
consumers through,83,1.6445
does accelerate,24,1.6445
are letting,21,1.6445
yeah exciting,26,1.6445
consider both,25,1.6444
performance finally,58,1.6444
equipment inventory,24,1.6444
specific segment,54,1.6444
both franchise,36,1.6443
rates throughout,42,1.6443
indications across,20,1.6443
volumes revenues,32,1.6443
day basis,196,1.6443
kind shift,95,1.6442
current momentum,63,1.6442
leverage declined,26,1.6442
ramping well,36,1.6441
approximately seven,26,1.6441
reported fiscal,63,1.6441
john brian,24,1.6441
higher monthly,20,1.644
approximately decline,83,1.644
laws are,35,1.6439
pursuing all,26,1.6439
partnering our,115,1.6439
lower retention,38,1.6439
end cap,27,1.6438
goals these,38,1.6438
guess looking,113,1.6438
has managed,41,1.6438
list customers,25,1.6437
course make,72,1.6437
not show,107,1.6437
believe having,66,1.6437
trends industry,65,1.6437
probably few,52,1.6436
approach how,171,1.6436
put capital,144,1.6435
whether was,325,1.6435
progress key,87,1.6435
highest price,30,1.6434
can agree,24,1.6433
his time,59,1.6433
program specifically,34,1.6433
achieved increase,58,1.6433
current priorities,21,1.6433
property assets,22,1.6433
costs went,20,1.6432
based success,51,1.6432
cash restructuring,50,1.6431
cases able,24,1.6431
levels expect,182,1.643
allocation management,57,1.643
maybe rob,29,1.6429
highest first,104,1.6429
rob maybe,29,1.6429
content across,94,1.6429
coming kevin,21,1.6428
may address,30,1.6428
technology manufacturing,39,1.6428
realize higher,20,1.6428
you harold,29,1.6427
towards debt,24,1.6427
product provides,39,1.6427
earlier part,82,1.6427
insurance platform,34,1.6427
over george,89,1.6426
solutions unit,24,1.6426
pleased improvements,20,1.6426
kind near,117,1.6426
not adjust,34,1.6425
great eric,42,1.6425
footprint drive,24,1.6425
team work,155,1.6424
maybe todd,22,1.6424
program expected,124,1.6423
looking each,86,1.6423
currently don,41,1.6423
margins until,20,1.6423
addition existing,27,1.6422
taken all,89,1.6422
give guide,34,1.6422
based therapy,21,1.6421
earlier timing,37,1.6421
pipeline systems,34,1.6421
its share,214,1.6421
did reduce,23,1.6421
statement earnings,21,1.642
results touch,31,1.642
remains mid,43,1.642
color timing,29,1.642
are baked,61,1.642
delever our,30,1.642
sequentially every,29,1.642
happening even,21,1.642
converting over,29,1.642
new system,237,1.6419
get beyond,115,1.6419
may access,49,1.6419
organization continues,32,1.6419
sold two,33,1.6419
opportunity discuss,36,1.6418
sequentially after,32,1.6417
broader based,41,1.6417
benefits using,20,1.6417
growth versus,804,1.6417
amount experience,23,1.6417
down high,323,1.6416
additional comment,32,1.6416
rest david,20,1.6416
footprint key,22,1.6416
whatever kind,23,1.6416
one tier,51,1.6416
operations remain,64,1.6415
one notable,37,1.6415
tenants not,35,1.6415
leasing performance,30,1.6414
movement those,22,1.6414
comment potential,29,1.6414
expectations previously,30,1.6413
initiatives previously,23,1.6413
drive customer,181,1.6412
obviously seasonality,21,1.6412
side tom,20,1.6411
how volatile,20,1.6411
volumes above,25,1.6411
profitability remain,48,1.6411
effort increase,22,1.6411
yeah again,163,1.6411
second represented,22,1.641
here whether,75,1.641
issue any,36,1.641
increasing power,31,1.6409
work field,21,1.6409
add content,27,1.6409
sheet reflects,21,1.6408
bank bank,20,1.6408
portfolio particularly,78,1.6408
notable new,42,1.6408
recovery related,24,1.6408
levels support,58,1.6407
across digital,127,1.6407
through period,313,1.6407
list all,38,1.6407
guide wanted,24,1.6407
way until,25,1.6406
through operational,206,1.6405
change capex,27,1.6404
solve all,20,1.6404
mean pleased,57,1.6404
grow through,252,1.6403
volumes excluding,21,1.6403
until third,29,1.6403
around kind,393,1.6403
but outside,183,1.6402
balances driven,22,1.6402
continued strategic,118,1.6402
jurisdictions are,27,1.6402
efficiency increasing,27,1.6402
tom long,31,1.6402
opportunity something,94,1.6402
prior rent,21,1.6401
results however,48,1.6401
terms investing,47,1.6401
ways but,160,1.6401
pricing generally,28,1.6401
kind general,92,1.6401
not translate,27,1.6401
looking out,447,1.64
absolutely looking,28,1.64
settings are,34,1.64
generation commercial,47,1.6398
welcome all,98,1.6398
success has,119,1.6398
out until,57,1.6398
operational strategic,62,1.6398
hearing out,26,1.6397
second regard,21,1.6397
drivers performance,57,1.6396
service address,20,1.6396
all playing,34,1.6396
talking you,974,1.6396
obviously investing,33,1.6396
down texas,23,1.6396
decline revenue,238,1.6396
bit drove,34,1.6395
already getting,56,1.6395
manage its,21,1.6395
expansion international,51,1.6394
actually down,175,1.6394
environment potentially,23,1.6394
looking further,153,1.6394
industry utilization,28,1.6394
expect present,27,1.6393
early week,30,1.6393
assets fund,20,1.6393
security core,22,1.6392
are incorporated,61,1.6392
execution improvements,22,1.6392
compliance across,20,1.6392
grow invest,31,1.6392
prices per,71,1.6391
consolidated total,31,1.6391
financial expertise,28,1.6391
roll those,38,1.639
almost increase,49,1.639
toward billion,74,1.6389
during compared,158,1.6389
only had,177,1.6389
volume performance,196,1.6389
first days,164,1.6388
leverage favorable,27,1.6388
investment teams,44,1.6388
innovation such,29,1.6388
here interesting,25,1.6388
first totaled,54,1.6388
key decision,23,1.6388
potential supply,73,1.6387
enterprise businesses,24,1.6387
quarters least,24,1.6387
before beginning,31,1.6387
statements includes,20,1.6387
process here,94,1.6387
are attractive,308,1.6387
test platform,22,1.6386
mind maybe,35,1.6386
ending billion,49,1.6386
big improvement,63,1.6386
quickly but,216,1.6385
dynamics across,66,1.6385
investing across,68,1.6385
teens type,20,1.6384
ebitda ended,57,1.6384
either end,54,1.6383
targets both,45,1.6383
side continue,360,1.6383
marketplace continue,82,1.6383
leverage efficiency,45,1.6382
solutions are,1063,1.6382
own capacity,28,1.6382
efficiency delivering,23,1.6382
had robust,61,1.6381
broad platform,34,1.6381
capital effectively,37,1.6381
dependent one,22,1.6381
clear execution,29,1.6381
work site,22,1.6381
result previously,21,1.638
told was,24,1.638
stand back,27,1.6379
margins north,47,1.6379
solutions expanding,30,1.6379
did increase,173,1.6379
guidance however,53,1.6379
group segment,56,1.6378
rates similar,38,1.6378
increases each,22,1.6378
pricing declined,35,1.6378
declined fiscal,33,1.6378
recurring earnings,48,1.6378
amount progress,33,1.6378
guidance details,56,1.6377
since investor,42,1.6377
impacting earnings,28,1.6377
support these,289,1.6377
term dynamics,60,1.6377
type event,25,1.6377
revenues combined,21,1.6376
off matt,20,1.6376
great everybody,40,1.6376
further ahead,130,1.6376
growth approximately,1198,1.6375
suppliers all,37,1.6375
lease costs,27,1.6375
record full,145,1.6375
our hedges,70,1.6375
program moving,60,1.6374
commercial middle,27,1.6374
projects bring,20,1.6374
february seen,20,1.6373
alone has,35,1.6373
our integrated,662,1.6373
our reps,110,1.6373
franchise sales,52,1.6372
initiatives strategic,55,1.6372
our position,2229,1.6372
structure operational,24,1.6372
both parts,49,1.6371
midpoint ebitda,49,1.6371
seen changes,58,1.6371
specific around,70,1.6371
note even,31,1.6371
term short,80,1.637
let show,24,1.6369
metrics across,67,1.6369
looks terms,40,1.6369
got plans,46,1.6368
attractive financial,50,1.6368
contributes our,36,1.6367
potential pressure,30,1.6366
international performance,99,1.6366
profit segment,69,1.6366
outcomes are,267,1.6366
changes put,33,1.6365
pleased recent,31,1.6365
loss improving,24,1.6365
how invest,126,1.6365
requirements around,20,1.6365
since time,179,1.6365
players can,43,1.6363
grow create,27,1.6363
shipping customers,22,1.6363
has outstanding,77,1.6363
already quite,35,1.6363
let bill,31,1.6362
factors here,63,1.6362
outcomes may,24,1.6361
currencies are,25,1.6361
environment tariffs,34,1.6361
compared pro,20,1.6361
assumptions these,56,1.636
including office,25,1.636
new protein,21,1.636
companies doing,41,1.636
make incremental,66,1.636
continue soft,26,1.636
mean did,96,1.6359
running down,42,1.6359
years public,47,1.6359
important channel,46,1.6359
models across,60,1.6358
however need,26,1.6358
iterate our,21,1.6358
anticipate revenue,164,1.6357
all happening,81,1.6357
expectations fourth,120,1.6357
has shared,54,1.6357
study early,29,1.6356
potential clients,48,1.6356
results during,250,1.6356
careful but,22,1.6356
closed fourth,33,1.6356
dollar net,59,1.6355
new ground,47,1.6355
nearly full,87,1.6355
meaningful cash,133,1.6355
take six,45,1.6355
new enterprise,180,1.6354
seen solid,40,1.6354
gas segment,43,1.6354
loss previously,22,1.6354
typically three,25,1.6353
further visibility,26,1.6353
got color,65,1.6353
benefiting our,214,1.6353
mean saw,92,1.6352
annual record,32,1.6352
got three,119,1.635
industry history,20,1.635
significantly impact,59,1.6349
flow provides,28,1.6349
imply growth,23,1.6349
industry highest,29,1.6348
services help,69,1.6347
three point,146,1.6347
get whole,49,1.6347
feels you,152,1.6346
given kind,246,1.6346
days during,49,1.6346
way gives,36,1.6346
opening want,24,1.6344
large north,46,1.6343
strategic infrastructure,45,1.6343
standpoint made,20,1.6343
its leading,38,1.6343
give tools,21,1.6342
seeing favorable,60,1.6342
platform beyond,64,1.6342
developments are,126,1.6341
industrial technology,29,1.6341
share totaled,34,1.6341
being included,44,1.6341
well enter,34,1.6341
code now,33,1.6341
piece terms,32,1.634
overall client,41,1.634
thing driving,44,1.634
digit positive,55,1.634
forward james,58,1.6339
growing free,79,1.6339
things too,50,1.6339
facility net,85,1.6339
higher percent,37,1.6339
reach customers,68,1.6338
client value,62,1.6338
guys best,51,1.6338
quality high,98,1.6338
optimization across,45,1.6337
put right,127,1.6337
presented new,36,1.6337
yeah said,155,1.6337
different consumers,26,1.6337
relative price,51,1.6336
may different,117,1.6336
especially commercial,39,1.6336
products combined,46,1.6336
said started,45,1.6336
implementation these,28,1.6335
after making,47,1.6334
today filed,20,1.6334
comprehensive capital,25,1.6334
investing right,66,1.6334
see further,370,1.6334
important important,80,1.6334
fiscal constant,22,1.6334
most money,25,1.6333
manufacturing investment,44,1.6333
particular around,47,1.6333
way serve,31,1.6333
relative mix,41,1.6333
reductions expected,21,1.6333
discipline focused,25,1.6332
way executing,25,1.6332
innovation has,163,1.6331
variable margin,29,1.6331
second highlights,37,1.6331
further decrease,30,1.6331
supported strategic,27,1.6331
before too,32,1.633
possible through,61,1.633
enough demand,27,1.633
gains versus,38,1.633
accelerate investment,34,1.633
pleased level,55,1.6329
expanding brand,33,1.6329
clients such,29,1.6329
proprietary third,20,1.6329
half curious,59,1.6329
lot respect,38,1.6329
left over,61,1.6329
done few,46,1.6328
those ones,45,1.6328
world model,45,1.6328
reception our,45,1.6328
you nicole,42,1.6328
consider impact,21,1.6328
losses within,21,1.6328
leverage against,25,1.6328
well maintained,36,1.6327
out whatever,26,1.6327
strong confidence,134,1.6326
model includes,27,1.6325
projects previously,20,1.6324
years probably,124,1.6324
income lower,193,1.6324
similar opportunities,48,1.6324
having potential,44,1.6324
progress being,113,1.6324
able shift,37,1.6323
aggregate net,20,1.6323
network investments,46,1.6323
benefit coming,78,1.6323
launches industry,20,1.6322
around whole,36,1.6322
mix bookings,25,1.6322
remaining strong,71,1.6321
retention has,81,1.6321
both patient,68,1.632
better partner,40,1.632
see balanced,44,1.632
include new,142,1.632
marked one,22,1.632
volumes especially,20,1.6319
down pretty,157,1.6319
grown our,276,1.6319
open later,28,1.6319
believe attractive,29,1.6319
given exposure,24,1.6318
use create,24,1.6318
drive units,25,1.6317
initially was,42,1.6317
passionate our,28,1.6316
recently done,22,1.6316
substantial margin,53,1.6315
experience help,50,1.6315
opportunity broadly,22,1.6314
through whatever,27,1.6313
particularly data,96,1.6313
guide pretty,34,1.6313
importantly did,24,1.6312
rate structure,63,1.6312
sorry not,82,1.6311
both china,93,1.6311
both geographies,20,1.6311
services particular,26,1.6311
able spend,48,1.6311
something seen,73,1.631
how exit,41,1.631
focused efficiency,52,1.631
external cost,22,1.631
remains supported,20,1.631
might coming,57,1.631
you karen,40,1.631
periods full,30,1.631
headwinds are,422,1.6309
welcome third,34,1.6309
agreements total,21,1.6308
partnership investments,28,1.6308
cause any,30,1.6308
basically looking,32,1.6307
reach point,38,1.6306
profile look,80,1.6306
see rapid,43,1.6306
other car,20,1.6306
consistent operational,40,1.6305
addition made,40,1.6305
examples those,25,1.6305
lines saw,30,1.6305
our menu,163,1.6305
both loans,90,1.6305
said several,70,1.6304
use network,34,1.6304
single project,39,1.6304
central our,247,1.6304
versus kind,271,1.6304
has valuable,22,1.6304
came low,24,1.6303
developed through,32,1.6303
per action,22,1.6303
complete full,43,1.6303
acquire those,21,1.6302
recurring capital,53,1.6302
our educational,27,1.6302
items net,83,1.6302
opportunities risks,39,1.6301
delivered low,49,1.6301
short mid,25,1.6301
projects support,49,1.6301
nearly same,47,1.6301
side course,62,1.6301
provided any,55,1.63
giving good,48,1.6299
different systems,40,1.6299
look each,138,1.6299
large health,40,1.6299
david wanted,36,1.6299
recent expansion,55,1.6298
customer payments,43,1.6298
savings help,27,1.6298
bit away,36,1.6297
investments throughout,46,1.6297
acquired approximately,28,1.6297
different pace,23,1.6297
products available,73,1.6297
consideration well,23,1.6296
realized across,28,1.6296
starting position,41,1.6296
but look,1774,1.6295
are leader,184,1.6295
impacted continued,40,1.6294
infrastructure enterprise,22,1.6294
after record,45,1.6293
currency fiscal,33,1.6293
patients consumers,20,1.6293
our reliance,111,1.6292
shares compared,49,1.6292
along increased,55,1.6292
customers finally,83,1.6292
transactions within,25,1.6292
strength especially,25,1.6292
our product,5892,1.6291
implementation across,20,1.6291
our mobility,125,1.629
lending markets,23,1.629
each delivered,33,1.629
major program,35,1.6289
driving operating,165,1.6289
support project,43,1.6289
alone had,22,1.6288
margins associated,26,1.6288
had eight,26,1.6288
area growing,30,1.6288
activities within,22,1.6288
early ramp,31,1.6288
international international,28,1.6287
profits are,54,1.6287
efficiencies non,27,1.6286
change world,43,1.6286
director financial,35,1.6286
profitability trends,30,1.6285
safety results,52,1.6285
happen even,24,1.6285
growth pattern,32,1.6285
transition related,28,1.6285
competitive products,70,1.6284
not required,75,1.6284
reflecting double,28,1.6284
you tend,243,1.6284
martina you,21,1.6283
billion ago,150,1.6283
growing slightly,35,1.6282
ones you,333,1.6282
driven volatility,34,1.6281
quarters particular,22,1.628
industry partnerships,23,1.628
accelerated production,20,1.6279
front back,77,1.6279
customers enabling,48,1.6278
reporting strong,32,1.6278
annual results,96,1.6278
portfolio combined,49,1.6278
want share,395,1.6277
demand increasing,82,1.6277
fiscal versus,114,1.6277
started years,65,1.6277
case mean,34,1.6277
driven better,198,1.6277
weeks fiscal,26,1.6277
remainder based,22,1.6276
assets capabilities,54,1.6275
running two,34,1.6275
public services,22,1.6275
solution can,115,1.6275
sure happen,22,1.6274
approximately including,214,1.6274
size number,33,1.6274
tremendous results,27,1.6274
balances both,27,1.6273
here james,45,1.6272
engineering sales,43,1.6272
lean these,30,1.6272
losses per,36,1.6271
continuation our,111,1.6271
take control,45,1.6271
during reflecting,68,1.6271
lead global,20,1.6271
unit focused,30,1.6271
likewise our,25,1.6271
growth pet,41,1.627
increasing free,44,1.627
investing capital,74,1.627
watch these,22,1.627
rpo revenue,20,1.627
start pull,20,1.627
not respond,25,1.6269
does move,58,1.6269
great john,113,1.6268
demand therefore,21,1.6268
need drive,112,1.6268
second returned,26,1.6268
had benefit,133,1.6267
revenue americas,45,1.6266
programs continue,142,1.6266
decisions get,34,1.6266
right strategy,246,1.6266
impact future,184,1.6266
only guide,37,1.6265
higher component,30,1.6265
steve talk,24,1.6264
big sequential,24,1.6264
fourth supported,45,1.6263
see effects,35,1.6262
win additional,26,1.6262
stack across,22,1.6262
brand unique,23,1.6262
top down,158,1.6261
each product,109,1.6261
decision was,156,1.6261
saw higher,179,1.6261
internally well,33,1.6261
made recently,30,1.6261
february now,88,1.6259
part makes,31,1.6259
revenue profile,147,1.6259
anticipated volume,35,1.6259
context turn,22,1.6259
normal price,26,1.6259
used cash,125,1.6258
new types,65,1.6257
product tech,31,1.6257
non run,57,1.6257
see ramping,39,1.6257
numbers guess,25,1.6257
rmb first,43,1.6257
still enough,23,1.6256
strong understanding,36,1.6256
activity started,25,1.6256
position combined,25,1.6256
range mid,81,1.6256
terms impact,268,1.6256
today adam,27,1.6255
thinking gross,76,1.6255
combination use,22,1.6255
broadly around,27,1.6254
even invest,38,1.6254
impact profitability,92,1.6254
technology equipment,32,1.6253
thing mentioned,77,1.6253
upside even,23,1.6252
loan review,21,1.6252
flow dollars,35,1.6252
helpful comments,21,1.6251
expectations particularly,42,1.6251
but pleased,372,1.625
segment segment,146,1.625
integrated core,20,1.625
right read,23,1.625
consumption across,28,1.625
classes but,27,1.625
implications but,27,1.625
not pay,121,1.6249
extensions are,28,1.6249
today patrick,28,1.6248
was temporary,51,1.6248
why use,44,1.6248
same sort,122,1.6248
consolidated balance,21,1.6247
even started,37,1.6247
return marketing,37,1.6247
outstanding down,47,1.6247
sales north,138,1.6246
work takes,25,1.6246
both transactions,48,1.6245
had such,104,1.6245
under one,228,1.6245
part driver,33,1.6245
yesterday well,22,1.6244
loss range,74,1.6244
related price,116,1.6244
anything any,108,1.6244
expectations coming,91,1.6244
our products,4043,1.6244
china volumes,23,1.6243
opportunities positioning,20,1.6243
china saw,40,1.6242
number others,25,1.6241
expect somewhat,29,1.6241
operational model,52,1.6241
say two,246,1.624
full worth,24,1.624
out australia,20,1.624
ago decline,31,1.6239
lot embedded,29,1.6239
almost free,23,1.6238
talking being,51,1.6238
terms capacity,130,1.6237
excluding net,99,1.6237
momentum strong,201,1.6236
how participate,20,1.6236
make good,377,1.6235
our confidential,23,1.6235
working quickly,27,1.6235
especially second,94,1.6235
has clear,148,1.6234
levels currently,22,1.6234
kind dynamic,57,1.6233
see nim,25,1.6233
accelerating data,38,1.6232
did report,20,1.6232
performance especially,74,1.6232
driven foreign,27,1.6232
different transactions,22,1.6232
assumes share,20,1.6231
reflecting basis,119,1.6231
stronger had,56,1.6231
new returning,45,1.6231
back june,55,1.6231
joint customers,29,1.623
follow given,71,1.623
guidance relates,44,1.623
bit air,20,1.623
vegas was,24,1.6229
well jon,30,1.6229
has enhanced,50,1.6228
large events,25,1.6228
far best,32,1.6228
changes current,48,1.6228
dividends including,22,1.6228
real hard,22,1.6228
ever want,32,1.6228
has progressing,25,1.6228
expense grew,53,1.6228
growth aligns,22,1.6227
digits probably,21,1.6227
influence over,25,1.6227
regard capital,22,1.6226
years added,53,1.6226
drives growth,76,1.6225
timing annual,26,1.6225
remainder portfolio,25,1.6225
generally good,77,1.6224
down components,28,1.6224
expenses however,21,1.6224
system has,172,1.6224
big contracts,20,1.6224
businesses scale,39,1.6224
deliver productivity,28,1.6223
partnership continues,20,1.6223
said biggest,23,1.6222
piece was,130,1.6222
longer being,53,1.6222
shareholders believe,64,1.6222
efficiency drive,56,1.6221
our tenants,218,1.622
saw couple,67,1.622
any metrics,63,1.622
several companies,26,1.622
current operations,60,1.6219
out talking,116,1.6219
website within,29,1.6219
estate commercial,21,1.6218
delivery within,30,1.6218
public credit,21,1.6218
here tim,21,1.6218
way ask,67,1.6218
businesses believe,73,1.6218
billion cap,28,1.6218
strategy especially,44,1.6217
only gonna,31,1.6217
performance safety,48,1.6216
details future,27,1.6216
third bookings,37,1.6216
arya you,26,1.6216
mike talk,35,1.6215
overall retail,60,1.6214
broader scale,22,1.6214
expected acceleration,28,1.6214
translates over,21,1.6214
reflect how,83,1.6213
things start,182,1.6213
okay terms,109,1.6213
rose same,20,1.6213
largest technology,34,1.6212
already pretty,65,1.6212
are trading,186,1.6211
side didn,21,1.6211
tailwind but,87,1.6211
right reasons,32,1.6211
across private,82,1.6211
returns management,64,1.6211
off book,28,1.6211
last additionally,54,1.621
one regards,26,1.621
efficiency support,49,1.6209
greater strength,22,1.6209
john review,20,1.6209
results fiscal,208,1.6209
primary markets,61,1.6208
portfolio average,126,1.6208
volumes both,100,1.6207
all soon,47,1.6207
you rick,194,1.6207
reason mentioned,26,1.6207
those margins,308,1.6206
these requirements,40,1.6206
begin second,79,1.6206
release let,47,1.6205
now waiting,28,1.6205
dynamics terms,45,1.6205
otherwise look,28,1.6205
commission revenue,40,1.6205
any instructions,51,1.6205
his new,81,1.6204
goals now,52,1.6203
inflation approximately,41,1.6203
our progress,2644,1.6201
our incoming,50,1.6201
appreciate yes,76,1.6201
years years,342,1.6201
slide wanted,41,1.6201
here rob,21,1.6201
filings these,42,1.62
evidenced growth,26,1.62
acquired two,26,1.62
highlights total,23,1.6199
are underpinned,52,1.6198
several clinical,21,1.6198
you exact,129,1.6198
you tie,50,1.6198
you larry,96,1.6197
drivers across,69,1.6197
competitive factors,21,1.6197
inflation primarily,20,1.6197
season coming,26,1.6197
focused closing,38,1.6196
demand residential,22,1.6196
categories well,93,1.6195
impressed our,40,1.6195
booked first,21,1.6194
care partners,27,1.6194
systems power,27,1.6194
decisions believe,21,1.6194
any pressure,72,1.6193
want reflect,36,1.6193
you appreciate,1126,1.6192
expect fairly,36,1.6192
such loans,24,1.6192
partner strategy,36,1.6191
always focus,65,1.6191
fraction our,42,1.6191
profitable expansion,20,1.6191
bookings second,61,1.619
its financial,184,1.619
thinking those,169,1.619
impact eps,92,1.6189
critical operational,20,1.6189
includes potential,32,1.6189
included tax,22,1.6189
lower sequential,47,1.6189
time convert,22,1.6188
see sort,396,1.6188
targeting adjusted,41,1.6188
buybacks forward,23,1.6188
relative levels,27,1.6187
out license,23,1.6187
areas specifically,20,1.6187
follow deposit,20,1.6186
now assuming,65,1.6186
sheet continue,209,1.6186
targets fiscal,23,1.6186
continues strength,46,1.6185
important make,109,1.6185
strength power,39,1.6184
including fda,25,1.6184
compare first,31,1.6184
again biggest,24,1.6184
billion since,144,1.6184
increased previous,46,1.6184
strong consumption,33,1.6184
ago set,31,1.6183
particularly cloud,20,1.6182
centers already,22,1.6182
cases being,30,1.6182
software based,53,1.6182
its most,96,1.6181
traffic increased,32,1.6181
include ongoing,20,1.6181
extend well,33,1.6181
shifting out,34,1.618
access debt,30,1.618
side reason,22,1.6179
end automation,43,1.6179
primarily targeted,21,1.6178
offering within,32,1.6178
ebitda less,84,1.6178
allow start,24,1.6178
bridge how,24,1.6178
time finally,91,1.6178
actually decreased,24,1.6177
now switch,20,1.6177
expansion ongoing,56,1.6176
head second,51,1.6176
response higher,39,1.6176
power acquisition,45,1.6175
well brett,21,1.6175
goes across,45,1.6175
reported ongoing,35,1.6175
openings continue,21,1.6175
benefits project,22,1.6175
coming peter,23,1.6174
month saw,41,1.6174
well definitely,81,1.6174
segments organic,22,1.6174
continue optimizing,26,1.6174
but reason,143,1.6174
levels even,67,1.6172
people moving,59,1.6171
maintenance revenue,80,1.617
times prior,60,1.617
traffic through,56,1.617
specific point,66,1.617
logistics operating,26,1.617
combination technology,28,1.6169
trajectory ahead,24,1.6169
dynamic has,70,1.6169
season expect,65,1.6169
part decision,29,1.6168
replay can,21,1.6168
investors believe,37,1.6168
investing driving,21,1.6168
margins beyond,52,1.6167
day active,30,1.6167
thing fact,24,1.6167
five additional,45,1.6167
prior lastly,20,1.6166
weaker but,43,1.6165
its focus,92,1.6165
multiple data,78,1.6165
presentation most,31,1.6165
optimistic look,38,1.6164
acquisition program,61,1.6164
cadence second,35,1.6164
over largely,188,1.6163
pipeline additional,76,1.6163
here basically,30,1.6163
product offer,44,1.6162
decreased three,25,1.6162
out old,20,1.6161
faster other,68,1.6161
declined expected,45,1.6161
structure believe,45,1.6161
based systems,56,1.616
let focus,118,1.616
overall approach,57,1.616
production rate,173,1.616
retail manufacturing,20,1.616
example might,22,1.616
manufacturing retail,20,1.616
confidence increasing,24,1.616
set strategic,44,1.616
financial milestones,23,1.616
operating under,143,1.6159
book grew,24,1.6159
relatively few,20,1.6159
productivity benefit,26,1.6159
its third,115,1.6158
end workflows,20,1.6158
feel feel,55,1.6158
after delivering,28,1.6158
get greater,75,1.6158
season still,33,1.6158
full commercial,209,1.6158
our targeted,766,1.6158
result adjusted,122,1.6157
progress our,2636,1.6157
jeff say,35,1.6157
momentum remain,65,1.6157
building material,20,1.6156
begin benefit,23,1.6156
great okay,128,1.6156
perspective important,54,1.6156
support additional,88,1.6156
slide fourth,103,1.6156
get fair,48,1.6156
capacity bring,30,1.6155
continue strengthening,41,1.6154
not typically,118,1.6154
only real,60,1.6154
provide broad,25,1.6154
other real,148,1.6154
ken maybe,22,1.6154
position benefit,52,1.6154
track progress,34,1.6154
impacted few,23,1.6154
way find,26,1.6152
solution including,35,1.6152
retention better,32,1.6152
make biggest,22,1.6151
point fact,59,1.6151
start generate,30,1.6151
delivered full,131,1.6151
perfect time,34,1.6151
investors able,27,1.615
outlook john,58,1.6149
these prospects,23,1.6149
clear progress,44,1.6149
attached our,43,1.6149
day january,24,1.6149
set period,53,1.6149
see absolute,22,1.6149
flow expectations,117,1.6148
only after,61,1.6148
has immediate,20,1.6148
backdrop how,38,1.6147
follow offering,22,1.6146
ongoing asset,36,1.6146
drive internal,22,1.6146
address demand,39,1.6146
availability has,35,1.6146
china less,25,1.6145
actually good,282,1.6145
pipeline perspective,47,1.6145
modestly second,20,1.6145
though these,74,1.6144
annual earnings,107,1.6144
purchases new,30,1.6144
current exposure,20,1.6144
potential macro,25,1.6144
sure james,29,1.6144
support higher,184,1.6143
speed high,27,1.6143
spending approximately,52,1.6143
compare how,26,1.6143
material pricing,34,1.6143
parts sales,70,1.6141
expected primarily,114,1.6141
